,statenum,year,disease,m_rate,p_urb,lnm_rate
3037,Montana,1928.0,7,0.0016004072,33.22,-6.437497
3038,Montana,1929.0,1,839.99994,33.46,6.733402
3039,Montana,1929.0,2,0.0012417994,33.46,-6.6911936
3040,Montana,1929.0,3,2.969924e-05,33.46,-10.424389
3041,Montana,1929.0,4,0.0006570957,33.46,-7.327681
3042,Montana,1929.0,5,0.00015220861,33.46,-8.790258
3043,Montana,1929.0,6,0.0008742714,33.46,-7.0421195
3044,Montana,1929.0,7,0.0016910005,33.46,-6.382435
3045,Montana,1930.0,1,690.0,33.7,6.5366917
3046,Montana,1930.0,2,0.0009784118,33.7,-6.9295797
3047,Montana,1930.0,3,2.7901475e-05,33.7,-10.486831
3048,Montana,1930.0,4,0.0006454541,33.7,-7.3455563
3049,Montana,1930.0,5,0.00016182855,33.7,-8.728973
3050,Montana,1930.0,6,0.00081658317,33.7,-7.1103816
3051,Montana,1930.0,7,0.0017168707,33.7,-6.367252
3052,Montana,1931.0,1,730.0,34.11,6.5930448
3053,Montana,1931.0,2,0.000992977,34.11,-6.914803
3054,Montana,1931.0,3,2.0378258e-05,34.11,-10.801042
3055,Montana,1931.0,4,0.00060949515,34.11,-7.4028797
3056,Montana,1931.0,5,0.00015376322,34.11,-8.780097
3057,Montana,1931.0,6,0.0007780789,34.11,-7.158683
3058,Montana,1931.0,7,0.0016951006,34.11,-6.380013
3059,Montana,1932.0,1,660.0,34.52,6.49224
3060,Montana,1932.0,2,0.0009926639,34.52,-6.915118
3061,Montana,1932.0,3,1.29157015e-05,34.52,-11.257067
3062,Montana,1932.0,4,0.00056644576,34.52,-7.476129
3063,Montana,1932.0,5,0.00016052372,34.52,-8.737069
3064,Montana,1932.0,6,0.0009465364,34.52,-6.9627013
3065,Montana,1932.0,7,0.0019650317,34.52,-6.232247
3066,Montana,1933.0,1,570.0,34.93,6.3456364
3067,Montana,1933.0,2,0.00090781954,34.93,-7.004465
3068,Montana,1933.0,3,2.2052296e-05,34.93,-10.722094
3069,Montana,1933.0,4,0.000518229,34.93,-7.5650935
3070,Montana,1933.0,5,0.00016722991,34.93,-8.696141
3071,Montana,1933.0,6,0.0009335472,34.93,-6.976519
3072,Montana,1933.0,7,0.0019975705,34.93,-6.2158237
3073,Montana,1934.0,1,570.0,35.34,6.3456364
3074,Montana,1934.0,2,0.0009847239,35.34,-6.923149
3075,Montana,1934.0,3,2.013376e-05,35.34,-10.813112
3076,Montana,1934.0,4,0.00048504063,35.34,-7.631278
3077,Montana,1934.0,5,0.0002178107,35.34,-8.431884
3078,Montana,1934.0,6,0.0008730731,35.34,-7.0434914
3079,Montana,1934.0,7,0.002044492,35.34,-6.192606
3080,Montana,1935.0,1,520.0,35.75,6.253829
3081,Montana,1935.0,2,0.0015441242,35.75,-6.4732985
3082,Montana,1935.0,3,4.0107123e-05,35.75,-10.123957
3083,Montana,1935.0,4,0.00046852411,35.75,-7.665923
3084,Montana,1935.0,5,0.00020418172,35.75,-8.4965
3085,Montana,1935.0,6,0.00096257095,35.75,-6.945903
3086,Montana,1935.0,7,0.0023681433,35.75,-6.045649
3087,Montana,1936.0,1,550.0,36.16,6.3099184
3088,Montana,1936.0,2,0.0013291787,36.16,-6.623194
3089,Montana,1936.0,3,7.989599e-05,36.16,-9.434785
3090,Montana,1936.0,4,0.00040129578,36.16,-7.8208117
3091,Montana,1936.0,5,0.00022697724,36.16,-8.390661
3092,Montana,1936.0,6,0.0010295687,36.16,-6.8786154
3093,Montana,1936.0,7,0.002266141,36.16,-6.089677
3094,Montana,1937.0,1,370.0,36.57,5.913503
3095,Montana,1937.0,2,0.0013962717,36.57,-6.57395
3096,Montana,1937.0,3,2.1703705e-05,36.57,-10.738028
3097,Montana,1937.0,4,0.00043588274,36.57,-7.7381372
3098,Montana,1937.0,5,0.00021341977,36.57,-8.45225
3099,Montana,1937.0,6,0.0010236914,36.57,-6.8843403
3100,Montana,1937.0,7,0.0025230558,36.57,-5.9822845
3101,Montana,1938.0,1,330.0,36.98,5.799093
3102,Montana,1938.0,2,0.00073321967,36.98,-7.2180653
3103,Montana,1938.0,3,1.6213704e-05,36.98,-11.029654
3104,Montana,1938.0,4,0.00043416696,36.98,-7.7420816
3105,Montana,1938.0,5,0.00021257966,36.98,-8.456194
3106,Montana,1938.0,6,0.001003448,36.98,-6.904313
3107,Montana,1938.0,7,0.0023563916,36.98,-6.050624
3108,Montana,1939.0,1,310.0,37.39,5.7365723
3109,Montana,1939.0,2,0.00073752267,37.39,-7.2122135
3110,Montana,1939.0,3,1.4355673e-05,37.39,-11.151365
3111,Montana,1939.0,4,0.00044502586,37.39,-7.717378
3112,Montana,1939.0,5,0.00020277388,37.39,-8.503419
3113,Montana,1939.0,6,0.0011915208,37.39,-6.732525
3114,Montana,1939.0,7,0.0026934831,37.39,-5.91692
3115,Montana,1940.0,1,330.0,,5.799093
3116,Montana,1940.0,2,0.0006273952,,-7.373934
3117,Montana,1940.0,3,1.2512155e-05,,-11.28881
3118,Montana,1940.0,4,0.0004021764,,-7.8186197
3119,Montana,1940.0,5,0.00019483213,,-8.543372
3120,Montana,1940.0,6,0.0011439684,,-6.773252
3121,Montana,1940.0,7,0.002586441,,-5.9574723
3122,Montana,1941.0,1,180.0,,5.192957
3123,Montana,1941.0,2,0.0006256523,,-7.3767157
3124,Montana,1941.0,3,1.5996791e-05,,-11.043122
3125,Montana,1941.0,4,0.00038036815,,-7.874371
3126,Montana,1941.0,5,0.00019551635,,-8.539866
3127,Montana,1941.0,6,0.0011446594,,-6.7726483
3128,Montana,1941.0,7,0.0026394706,,-5.9371767
3129,Montana,1942.0,1,220.0,,5.3936276
3130,Montana,1942.0,2,0.0004613185,,-7.6814218
3131,Montana,1942.0,3,5.3025115e-06,,-12.14733
3132,Montana,1942.0,4,0.00035526828,,-7.9426374
3133,Montana,1942.0,5,0.00019089042,,-8.563811
3134,Montana,1942.0,6,0.0011365049,,-6.7797976
3135,Montana,1942.0,7,0.0027873537,,-5.882663
3136,Montana,1943.0,1,180.0,,5.192957
3137,Montana,1943.0,2,0.0005378552,,-7.527921
3138,Montana,1943.0,3,5.27309e-06,,-12.152894
3139,Montana,1943.0,4,0.00036208553,,-7.92363
3140,Montana,1943.0,5,0.00020389282,,-8.497916
3141,Montana,1943.0,6,0.001077468,,-6.8331413
3142,Montana,1943.0,7,0.0027490377,,-5.8965044
3143,Nebraska,1925.0,1,570.0,33.3,6.3456364
3144,Nebraska,1925.0,2,0.001044724,33.3,-6.8640027
3145,Nebraska,1925.0,3,2.4660867e-05,33.3,-10.610292
3146,Nebraska,1925.0,4,0.00033329535,33.3,-8.006481
3147,Nebraska,1925.0,5,0.00020401263,33.3,-8.497329
3148,Nebraska,1925.0,6,0.0008900331,33.3,-7.024252
3149,Nebraska,1925.0,7,0.0012726502,33.3,-6.6666536
3150,Nebraska,1926.0,1,660.0,33.7,6.49224
3151,Nebraska,1926.0,2,0.001091289,33.7,-6.820396
3152,Nebraska,1926.0,3,2.0057727e-05,33.7,-10.816896
3153,Nebraska,1926.0,4,0.00033206682,33.7,-8.010175
3154,Nebraska,1926.0,5,0.00017829091,33.7,-8.632094
3155,Nebraska,1926.0,6,0.0008907117,33.7,-7.02349
3156,Nebraska,1926.0,7,0.0014419277,33.7,-6.5417743
3157,Nebraska,1927.0,1,590.0,34.1,6.3801227
3158,Nebraska,1927.0,2,0.00078725227,34.1,-7.1469617
3159,Nebraska,1927.0,3,1.2554679e-05,34.1,-11.285418
3160,Nebraska,1927.0,4,0.0003005738,34.1,-8.1098175
3161,Nebraska,1927.0,5,0.00020309041,34.1,-8.50186
3162,Nebraska,1927.0,6,0.0009231382,34.1,-6.9877315
3163,Nebraska,1927.0,7,0.0015649039,34.1,-6.459931
3164,Nebraska,1928.0,1,600.0,34.5,6.3969297
3165,Nebraska,1928.0,2,0.001354587,34.5,-6.6042585
3166,Nebraska,1928.0,3,3.0101934e-05,34.5,-10.410921
3167,Nebraska,1928.0,4,0.00026357546,34.5,-8.241171
3168,Nebraska,1928.0,5,0.0002246632,34.5,-8.400908
3169,Nebraska,1928.0,6,0.00096693286,34.5,-6.9413815
3170,Nebraska,1928.0,7,0.001718747,34.5,-6.36616
3171,Nebraska,1929.0,1,610.0,34.899998,6.413459
3172,Nebraska,1929.0,2,0.0010642329,34.899998,-6.845501
3173,Nebraska,1929.0,3,3.795618e-05,34.899998,-10.179078
3174,Nebraska,1929.0,4,0.00031532827,34.899998,-8.061896
3175,Nebraska,1929.0,5,0.00022116773,34.899998,-8.416589
3176,Nebraska,1929.0,6,0.0009875906,34.899998,-6.9202423
3177,Nebraska,1929.0,7,0.0016014589,34.899998,-6.43684
3178,Nebraska,1930.0,1,580.0,35.3,6.363028
3179,Nebraska,1930.0,2,0.0008737535,35.3,-7.042712
3180,Nebraska,1930.0,3,2.3948392e-05,35.3,-10.639609
3181,Nebraska,1930.0,4,0.00025907808,35.3,-8.258381
3182,Nebraska,1930.0,5,0.00020610132,35.3,-8.487143
3183,Nebraska,1930.0,6,0.0010479237,35.3,-6.8609443
3184,Nebraska,1930.0,7,0.0016691304,35.3,-6.3954525
3185,Nebraska,1931.0,1,540.0,35.68,6.291569
3186,Nebraska,1931.0,2,0.00080116634,35.68,-7.1294417
3187,Nebraska,1931.0,3,1.4579915e-05,35.68,-11.135865
3188,Nebraska,1931.0,4,0.00026170947,35.68,-8.248276
3189,Nebraska,1931.0,5,0.00022015671,35.68,-8.421171
3190,Nebraska,1931.0,6,0.001035174,35.68,-6.8731856
3191,Nebraska,1931.0,7,0.0017306359,35.68,-6.3592663
3192,Nebraska,1932.0,1,520.0,36.059998,6.253829
3193,Nebraska,1932.0,2,0.0009834957,36.059998,-6.9243975
3194,Nebraska,1932.0,3,1.9040126e-05,36.059998,-10.868962
3195,Nebraska,1932.0,4,0.00020431519,36.059998,-8.495847
3196,Nebraska,1932.0,5,0.00024312777,36.059998,-8.321923
3197,Nebraska,1932.0,6,0.0010435453,36.059998,-6.8651314
3198,Nebraska,1932.0,7,0.0018498214,36.059998,-6.292666
3199,Nebraska,1933.0,1,460.0,36.44,6.1312265
3200,Nebraska,1933.0,2,0.0009526792,36.44,-6.9562325
3201,Nebraska,1933.0,3,1.912715e-05,36.44,-10.864402
3202,Nebraska,1933.0,4,0.00022364053,36.44,-8.405471
3203,Nebraska,1933.0,5,0.00023908938,36.44,-8.338673
3204,Nebraska,1933.0,6,0.001050522,36.44,-6.858468
3205,Nebraska,1933.0,7,0.001949498,36.44,-6.2401834
3206,Nebraska,1934.0,1,520.0,36.82,6.253829
3207,Nebraska,1934.0,2,0.0008107241,36.82,-7.117583
3208,Nebraska,1934.0,3,1.9954012e-05,36.82,-10.822081
3209,Nebraska,1934.0,4,0.00022466738,36.82,-8.400889
3210,Nebraska,1934.0,5,0.00026161925,36.82,-8.24862
3211,Nebraska,1934.0,6,0.0011373786,36.82,-6.779029
3212,Nebraska,1934.0,7,0.0020257018,36.82,-6.201839
3213,Nebraska,1935.0,1,590.0,37.199997,6.3801227
3214,Nebraska,1935.0,2,0.00094364944,37.199997,-6.965756
3215,Nebraska,1935.0,3,3.1925196e-05,37.199997,-10.352115
3216,Nebraska,1935.0,4,0.00023684041,37.199997,-8.348124
3217,Nebraska,1935.0,5,0.00025020444,37.199997,-8.293232
3218,Nebraska,1935.0,6,0.0011188668,37.199997,-6.795439
3219,Nebraska,1935.0,7,0.0020781076,37.199997,-6.1762977
3220,Nebraska,1936.0,1,500.0,37.579998,6.214608
3221,Nebraska,1936.0,2,0.0009524977,37.579998,-6.956423
3222,Nebraska,1936.0,3,4.773677e-05,37.579998,-9.949809
3223,Nebraska,1936.0,4,0.00018647175,37.579998,-8.587231
3224,Nebraska,1936.0,5,0.00026702756,37.579998,-8.228159
3225,Nebraska,1936.0,6,0.0011665673,37.579998,-6.75369
3226,Nebraska,1936.0,7,0.0023264217,37.579998,-6.063424
3227,Nebraska,1937.0,1,410.0,37.96,6.016157
3228,Nebraska,1937.0,2,0.0009786637,37.96,-6.9293227
3229,Nebraska,1937.0,3,2.6976948e-05,37.96,-10.520528
3230,Nebraska,1937.0,4,0.0001970816,37.96,-8.531893
3231,Nebraska,1937.0,5,0.00026677203,37.96,-8.229116
3232,Nebraska,1937.0,6,0.0011600087,37.96,-6.759328
3233,Nebraska,1937.0,7,0.0022945392,37.96,-6.0772233
3234,Nebraska,1938.0,1,350.0,38.34,5.857933
3235,Nebraska,1938.0,2,0.0006557452,38.34,-7.329738
3236,Nebraska,1938.0,3,1.1292971e-05,38.34,-11.39133
3237,Nebraska,1938.0,4,0.00017014744,38.34,-8.678845
3238,Nebraska,1938.0,5,0.0002582326,38.34,-8.26165
3239,Nebraska,1938.0,6,0.0012264167,38.34,-6.7036586
3240,Nebraska,1938.0,7,0.0022149282,38.34,-6.1125355
3241,Nebraska,1939.0,1,340.0,38.719997,5.8289456
3242,Nebraska,1939.0,2,0.00068983936,38.719997,-7.279052
3243,Nebraska,1939.0,3,1.2858848e-05,38.719997,-11.261478
3244,Nebraska,1939.0,4,0.00016565222,38.719997,-8.70562
3245,Nebraska,1939.0,5,0.00025944618,38.719997,-8.256961
3246,Nebraska,1939.0,6,0.0012132701,38.719997,-6.714436
3247,Nebraska,1939.0,7,0.002223068,38.719997,-6.108867
3248,Nebraska,1940.0,1,320.0,,5.768321
3249,Nebraska,1940.0,2,0.0005935399,,-7.429406
3250,Nebraska,1940.0,3,8.359717e-06,,-11.692086
3251,Nebraska,1940.0,4,0.00017023424,,-8.678335
3252,Nebraska,1940.0,5,0.00028271045,,-8.171087
3253,Nebraska,1940.0,6,0.0012752368,,-6.6646233
3254,Nebraska,1940.0,7,0.0024645966,,-6.0057273
3255,Nebraska,1941.0,1,220.0,,5.3936276
3256,Nebraska,1941.0,2,0.0005315911,,-7.539636
3257,Nebraska,1941.0,3,4.5564952e-06,,-12.298957
3258,Nebraska,1941.0,4,0.00015871791,,-8.748382
3259,Nebraska,1941.0,5,0.00025820138,,-8.26177
3260,Nebraska,1941.0,6,0.0012818939,,-6.6594167
3261,Nebraska,1941.0,7,0.002479493,,-5.999701
3262,Nebraska,1942.0,1,190.0,,5.247024
3263,Nebraska,1942.0,2,0.00046214467,,-7.6796327
3264,Nebraska,1942.0,3,3.0354329e-06,,-12.705156
3265,Nebraska,1942.0,4,0.00013659448,,-8.898494
3266,Nebraska,1942.0,5,0.0002671181,,-8.227819
3267,Nebraska,1942.0,6,0.001300683,,-6.644866
3268,Nebraska,1942.0,7,0.0026370324,,-5.9381013
3269,Nebraska,1943.0,1,170.0,,5.1357985
3270,Nebraska,1943.0,2,0.00056190137,,-7.4841843
3271,Nebraska,1943.0,3,6.0664115e-06,,-12.012743
3272,Nebraska,1943.0,4,0.0001577267,,-8.754647
3273,Nebraska,1943.0,5,0.00029042945,,-8.14415
3274,Nebraska,1943.0,6,0.0012838043,,-6.6579275
3275,Nebraska,1943.0,7,0.0027412598,,-5.899338
3276,Nevada,1929.0,1,630.0,35.989998,6.4457197
3277,Nevada,1929.0,2,0.0016166274,35.989998,-6.427413
3278,Nevada,1929.0,3,2.2298309e-05,35.989998,-10.7109995
3279,Nevada,1929.0,4,0.0009699765,35.989998,-6.9382386
3280,Nevada,1929.0,5,0.00014493901,35.989998,-8.839197
3281,Nevada,1929.0,6,0.0008919324,35.989998,-7.02212
3282,Nevada,1929.0,7,0.0018396105,35.989998,-6.2982016
3283,Nevada,1930.0,1,1050.0,37.8,6.9565454
3284,Nevada,1930.0,2,0.0013617694,37.8,-6.5989704
3285,Nevada,1930.0,3,3.2946034e-05,37.8,-10.32064
3286,Nevada,1930.0,4,0.000966417,37.8,-6.941915
3287,Nevada,1930.0,5,0.00016473017,37.8,-8.711202
3288,Nevada,1930.0,6,0.00080168684,37.8,-7.1287923
3289,Nevada,1930.0,7,0.001899888,37.8,-6.26596
3290,Nevada,1931.0,1,980.0,37.95,6.8875527
3291,Nevada,1931.0,2,0.0020435185,37.95,-6.1930823
3292,Nevada,1931.0,3,1.075536e-05,37.95,-11.440106
3293,Nevada,1931.0,4,0.0010862914,37.95,-6.824986
3294,Nevada,1931.0,5,9.679824e-05,37.95,-9.242882
3295,Nevada,1931.0,6,0.0006990984,37.95,-7.265719
3296,Nevada,1931.0,7,0.0024952434,37.95,-5.993369
3297,Nevada,1932.0,1,630.0,38.1,6.4457197
3298,Nevada,1932.0,2,0.0017598249,38.1,-6.3425407
3299,Nevada,1932.0,3,2.1075748e-05,38.1,-10.767387
3300,Nevada,1932.0,4,0.0009905602,38.1,-6.91724
3301,Nevada,1932.0,5,0.00016860598,38.1,-8.687946
3302,Nevada,1932.0,6,0.0008957193,38.1,-7.0178833
3303,Nevada,1932.0,7,0.0022972566,38.1,-6.07604
3304,Nevada,1933.0,1,810.00006,38.25,6.6970344
3305,Nevada,1933.0,2,0.001115533,38.25,-6.798423
3306,Nevada,1933.0,3,2.065802e-05,38.25,-10.787407
3307,Nevada,1933.0,4,0.0009089529,38.25,-7.003217
3308,Nevada,1933.0,5,0.00016526417,38.25,-8.707965
3309,Nevada,1933.0,6,0.0008469788,38.25,-7.073835
3310,Nevada,1933.0,7,0.0024686335,38.25,-6.0040903
3311,Nevada,1934.0,1,630.0,38.399998,6.4457197
3312,Nevada,1934.0,2,0.0011343656,38.399998,-6.7816815
3313,Nevada,1934.0,3,0.0,38.399998,
3314,Nevada,1934.0,4,0.00090141554,38.399998,-7.011544
3315,Nevada,1934.0,5,0.00017218049,38.399998,-8.666967
3316,Nevada,1934.0,6,0.00097231334,38.399998,-6.9358325
3317,Nevada,1934.0,7,0.0024712963,38.399998,-6.0030127
3318,Nevada,1935.0,1,770.0,38.55,6.6463904
3319,Nevada,1935.0,2,0.0012717021,38.55,-6.667399
3320,Nevada,1935.0,3,9.935173e-06,38.55,-11.519429
3321,Nevada,1935.0,4,0.0010630635,38.55,-6.8466005
3322,Nevada,1935.0,5,0.00012915726,38.55,-8.95448
3323,Nevada,1935.0,6,0.0008842304,38.55,-7.0307927
3324,Nevada,1935.0,7,0.0021459975,38.55,-6.1441507
3325,Nevada,1936.0,1,560.0,38.7,6.3279366
3326,Nevada,1936.0,2,0.0016963793,38.7,-6.379259
3327,Nevada,1936.0,3,7.799445e-05,38.7,-9.458873
3328,Nevada,1936.0,4,0.00085793895,38.7,-7.0609775
3329,Nevada,1936.0,5,0.00012674098,38.7,-8.973365
3330,Nevada,1936.0,6,0.0009261841,38.7,-6.9844375
3331,Nevada,1936.0,7,0.0028272988,38.7,-5.8684335
3332,Nevada,1937.0,1,920.0,38.85,6.8243737
3333,Nevada,1937.0,2,0.0011292914,38.85,-6.7861648
3334,Nevada,1937.0,3,1.9140532e-05,38.85,-10.863703
3335,Nevada,1937.0,4,0.0009091753,38.85,-7.0029726
3336,Nevada,1937.0,5,0.00018183506,38.85,-8.612411
3337,Nevada,1937.0,6,0.00080390234,38.85,-7.126033
3338,Nevada,1937.0,7,0.0027849474,38.85,-5.8835263
3339,Nevada,1938.0,1,820.0,39.0,6.7093043
3340,Nevada,1938.0,2,0.0008082008,39.0,-7.1207
3341,Nevada,1938.0,3,0.0,39.0,
3342,Nevada,1938.0,4,0.000742417,39.0,-7.2055993
3343,Nevada,1938.0,5,0.00015976062,39.0,-8.741834
3344,Nevada,1938.0,6,0.0012123012,39.0,-6.7152348
3345,Nevada,1938.0,7,0.002913282,39.0,-5.838475
3346,Nevada,1939.0,1,400.0,39.149998,5.9914646
3347,Nevada,1939.0,2,0.00072003476,39.149998,-7.2362113
3348,Nevada,1939.0,3,9.231215e-06,39.149998,-11.59292
3349,Nevada,1939.0,4,0.0005446417,39.149998,-7.5153823
3350,Nevada,1939.0,5,0.00016616187,39.149998,-8.702548
3351,Nevada,1939.0,6,0.0012739077,39.149998,-6.665666
3352,Nevada,1939.0,7,0.0028893703,39.149998,-5.846717
3353,Nevada,1940.0,1,469.99997,,6.152733
3354,Nevada,1940.0,2,0.0007800666,,-7.1561313
3355,Nevada,1940.0,3,0.0,,
3356,Nevada,1940.0,4,0.0007165728,,-7.2410307
3357,Nevada,1940.0,5,0.00018141083,,-8.614746
3358,Nevada,1940.0,6,0.001306158,,-6.640665
3359,Nevada,1940.0,7,0.0030567725,,-5.7903957
3360,Nevada,1941.0,1,410.0,,6.016157
3361,Nevada,1941.0,2,0.0005814428,,-7.449998
3362,Nevada,1941.0,3,0.0,,
3363,Nevada,1941.0,4,0.000520695,,-7.560346
3364,Nevada,1941.0,5,0.00016488676,,-8.710252
3365,Nevada,1941.0,6,0.0013104158,,-6.6374106
3366,Nevada,1941.0,7,0.00277704,,-5.8863697
3367,Nevada,1942.0,1,70.0,,4.248495
3368,Nevada,1942.0,2,0.00073202664,,-7.2196937
3369,Nevada,1942.0,3,1.663697e-05,,-11.003883
3370,Nevada,1942.0,4,0.00066547876,,-7.315004
3371,Nevada,1942.0,5,0.00018300666,,-8.605988
3372,Nevada,1942.0,6,0.0011895433,,-6.7341857
3373,Nevada,1942.0,7,0.0034272156,,-5.6760073
3374,Nevada,1943.0,1,200.0,,5.2983174
3375,Nevada,1943.0,2,0.0009425086,,-6.9669657
3376,Nevada,1943.0,3,0.0,,
3377,Nevada,1943.0,4,0.00071087515,,-7.249014
3378,Nevada,1943.0,5,0.00015974721,,-8.741918
3379,Nevada,1943.0,6,0.0011022558,,-6.8103967
3380,Nevada,1943.0,7,0.0031310455,,-5.7663884
3381,New Hampshire,1925.0,1,710.0,60.9,6.565265
3382,New Hampshire,1925.0,2,0.0015169929,60.9,-6.4910254
3383,New Hampshire,1925.0,3,3.302597e-05,60.9,-10.318216
3384,New Hampshire,1925.0,4,0.00065391423,60.9,-7.3325343
3385,New Hampshire,1925.0,5,0.00021356795,60.9,-8.451555
3386,New Hampshire,1925.0,6,0.0014729584,60.9,-6.5204825
3387,New Hampshire,1925.0,7,0.0025055704,60.9,-5.9892387
3388,New Hampshire,1926.0,1,760.0,60.46,6.6333184
3389,New Hampshire,1926.0,2,0.0017988252,60.46,-6.3206215
3390,New Hampshire,1926.0,3,6.573052e-05,60.46,-9.629948
3391,New Hampshire,1926.0,4,0.0006989345,60.46,-7.2659535
3392,New Hampshire,1926.0,5,0.000251967,60.46,-8.286213
3393,New Hampshire,1926.0,6,0.0013255654,60.46,-6.625916
3394,New Hampshire,1926.0,7,0.0026949511,60.46,-5.916375
3395,New Hampshire,1927.0,1,650.0,60.02,6.4769726
3396,New Hampshire,1927.0,2,0.0013496719,60.02,-6.607894
3397,New Hampshire,1927.0,3,4.360814e-05,60.02,-10.040267
3398,New Hampshire,1927.0,4,0.00064103963,60.02,-7.3524194
3399,New Hampshire,1927.0,5,0.00030089615,60.02,-8.108746
3400,New Hampshire,1927.0,6,0.0013365895,60.02,-6.6176343
3401,New Hampshire,1927.0,7,0.0028868588,60.02,-5.847586
3402,New Hampshire,1928.0,1,630.0,59.58,6.4457197
3403,New Hampshire,1928.0,2,0.001308449,59.58,-6.6389127
3404,New Hampshire,1928.0,3,4.3397973e-05,59.58,-10.045097
3405,New Hampshire,1928.0,4,0.0006661589,59.58,-7.3139825
3406,New Hampshire,1928.0,5,0.00027557713,59.58,-8.196643
3407,New Hampshire,1928.0,6,0.0013887351,59.58,-6.579362
3408,New Hampshire,1928.0,7,0.0029771011,59.58,-5.8168054
3409,New Hampshire,1929.0,1,750.0,59.14,6.6200733
3410,New Hampshire,1929.0,2,0.0017254336,59.14,-6.362277
3411,New Hampshire,1929.0,3,1.51164395e-05,59.14,-11.099728
3412,New Hampshire,1929.0,4,0.0005117995,59.14,-7.5775776
3413,New Hampshire,1929.0,5,0.00024618203,59.14,-8.30944
3414,New Hampshire,1929.0,6,0.0013410442,59.14,-6.614307
3415,New Hampshire,1929.0,7,0.003001693,59.14,-5.808579
3416,New Hampshire,1930.0,1,620.0,58.7,6.4297194
3417,New Hampshire,1930.0,2,0.0011261721,58.7,-6.788931
3418,New Hampshire,1930.0,3,2.5790201e-05,58.7,-10.5655155
3419,New Hampshire,1930.0,4,0.0005093565,58.7,-7.582362
3420,New Hampshire,1930.0,5,0.0002600512,58.7,-8.254632
3421,New Hampshire,1930.0,6,0.0014378037,58.7,-6.5446386
3422,New Hampshire,1930.0,7,0.0029830665,58.7,-5.8148036
3423,New Hampshire,1931.0,1,680.0,58.59,6.522093
3424,New Hampshire,1931.0,2,0.0009552995,58.59,-6.9534855
3425,New Hampshire,1931.0,3,2.1371352e-06,58.59,-13.056045
3426,New Hampshire,1931.0,4,0.00052573526,58.59,-7.5507126
3427,New Hampshire,1931.0,5,0.00022867348,58.59,-8.383215
3428,New Hampshire,1931.0,6,0.0014404292,58.59,-6.5428143
3429,New Hampshire,1931.0,7,0.0029492467,58.59,-5.8262057
3430,New Hampshire,1932.0,1,590.0,58.48,6.3801227
3431,New Hampshire,1932.0,2,0.0011454944,58.48,-6.771919
3432,New Hampshire,1932.0,3,2.3377435e-05,58.48,-10.663739
3433,New Hampshire,1932.0,4,0.0004462965,58.48,-7.714527
3434,New Hampshire,1932.0,5,0.00031453278,58.48,-8.064423
3435,New Hampshire,1932.0,6,0.0015960413,58.48,-6.440229
3436,New Hampshire,1932.0,7,0.0032133348,58.48,-5.740446
3437,New Hampshire,1933.0,1,690.0,58.37,6.5366917
3438,New Hampshire,1933.0,2,0.0012511563,58.37,-6.683687
3439,New Hampshire,1933.0,3,3.5928475e-05,58.37,-10.23398
3440,New Hampshire,1933.0,4,0.00037619227,58.37,-7.8854103
3441,New Hampshire,1933.0,5,0.00026840685,58.37,-8.223006
3442,New Hampshire,1933.0,6,0.0015406975,58.37,-6.47552
3443,New Hampshire,1933.0,7,0.0036583643,58.37,-5.610739
3444,New Hampshire,1934.0,1,570.0,58.26,6.3456364
3445,New Hampshire,1934.0,2,0.0010151635,58.26,-6.8927054
3446,New Hampshire,1934.0,3,3.3628607e-05,58.26,-10.300134
3447,New Hampshire,1934.0,4,0.00035099857,58.26,-7.9547286
3448,New Hampshire,1934.0,5,0.00030686104,58.26,-8.089115
3449,New Hampshire,1934.0,6,0.0015763409,58.26,-6.452649
3450,New Hampshire,1934.0,7,0.0034006927,58.26,-5.683776
3451,New Hampshire,1935.0,1,610.0,58.15,6.413459
3452,New Hampshire,1935.0,2,0.0012541583,58.15,-6.6812906
3453,New Hampshire,1935.0,3,8.361056e-06,58.15,-11.691926
3454,New Hampshire,1935.0,4,0.00034280328,58.15,-7.978354
3455,New Hampshire,1935.0,5,0.00030517852,58.15,-8.094614
3456,New Hampshire,1935.0,6,0.0016304058,58.15,-6.4189262
3457,New Hampshire,1935.0,7,0.0037248502,58.15,-5.5927286
3458,New Hampshire,1936.0,1,480.00003,58.04,6.173786
3459,New Hampshire,1936.0,2,0.0012888967,58.04,-6.653969
3460,New Hampshire,1936.0,3,2.0788655e-05,58.04,-10.781103
3461,New Hampshire,1936.0,4,0.000355486,58.04,-7.9420247
3462,New Hampshire,1936.0,5,0.00032846077,58.04,-8.021093
3463,New Hampshire,1936.0,6,0.0015653857,58.04,-6.459623
3464,New Hampshire,1936.0,7,0.0038188759,58.04,-5.567799
3465,New Hampshire,1937.0,1,450.0,57.93,6.1092477
3466,New Hampshire,1937.0,2,0.0012467572,57.93,-6.687209
3467,New Hampshire,1937.0,3,1.2405545e-05,57.93,-11.297367
3468,New Hampshire,1937.0,4,0.0002956655,57.93,-8.126282
3469,New Hampshire,1937.0,5,0.0003308145,57.93,-8.013953
3470,New Hampshire,1937.0,6,0.0016003152,57.93,-6.437555
3471,New Hampshire,1937.0,7,0.0040504104,57.93,-5.508937
3472,New Hampshire,1938.0,1,380.0,57.82,5.9401712
3473,New Hampshire,1938.0,2,0.00092334056,57.82,-6.9875126
