,statenum,year,disease,m_rate,p_urb,lnm_rate
1639,Iowa,1938.0,2,0.0006610419,42.08,-7.3216934
1640,Iowa,1938.0,3,1.9803532e-05,42.08,-10.82965
1641,Iowa,1938.0,4,0.00019367854,42.08,-8.549311
1642,Iowa,1938.0,5,0.0002360581,42.08,-8.351433
1643,Iowa,1938.0,6,0.0013272327,42.08,-6.624659
1644,Iowa,1938.0,7,0.0025467342,42.08,-5.9729433
1645,Iowa,1939.0,1,300.0,42.39,5.7037826
1646,Iowa,1939.0,2,0.0007971448,42.39,-7.1344743
1647,Iowa,1939.0,3,9.480414e-06,42.39,-11.566282
1648,Iowa,1939.0,4,0.00019197837,42.39,-8.558127
1649,Iowa,1939.0,5,0.00026900673,42.39,-8.220774
1650,Iowa,1939.0,6,0.0013418735,42.39,-6.6136885
1651,Iowa,1939.0,7,0.0027133734,42.39,-5.9095626
1652,Iowa,1940.0,1,340.0,,5.8289456
1653,Iowa,1940.0,2,0.0006646264,,-7.3162856
1654,Iowa,1940.0,3,8.667327e-06,,-11.655951
1655,Iowa,1940.0,4,0.0001713767,,-8.671646
1656,Iowa,1940.0,5,0.00028247607,,-8.171917
1657,Iowa,1940.0,6,0.0013836207,,-6.5830517
1658,Iowa,1940.0,7,0.0028188513,,-5.8714256
1659,Iowa,1941.0,1,260.0,,5.560682
1660,Iowa,1941.0,2,0.00054544414,,-7.5139103
1661,Iowa,1941.0,3,3.5341955e-06,,-12.553025
1662,Iowa,1941.0,4,0.00015471922,,-8.773898
1663,Iowa,1941.0,5,0.00025171324,,-8.28722
1664,Iowa,1941.0,6,0.001398756,,-6.572172
1665,Iowa,1941.0,7,0.0028548446,,-5.858738
1666,Iowa,1942.0,1,190.0,,5.247024
1667,Iowa,1942.0,2,0.0004552164,,-7.694738
1668,Iowa,1942.0,3,3.5227406e-06,,-12.556272
1669,Iowa,1942.0,4,0.00016713448,,-8.696712
1670,Iowa,1942.0,5,0.00024737467,,-8.304606
1671,Iowa,1942.0,6,0.0014087049,,-6.5650845
1672,Iowa,1942.0,7,0.0028154526,,-5.872632
1673,Iowa,1943.0,1,170.0,,5.1357985
1674,Iowa,1943.0,2,0.0005407494,,-7.5225544
1675,Iowa,1943.0,3,6.242418e-06,,-11.984143
1676,Iowa,1943.0,4,0.00015410969,,-8.777846
1677,Iowa,1943.0,5,0.00027076487,,-8.21426
1678,Iowa,1943.0,6,0.0014037637,,-6.5685983
1679,Iowa,1943.0,7,0.0030864854,,-5.780722
1680,Kansas,1925.0,1,650.0,36.85,6.4769726
1681,Kansas,1925.0,2,0.00093034573,36.85,-6.9799542
1682,Kansas,1925.0,3,2.3012084e-05,36.85,-10.679491
1683,Kansas,1925.0,4,0.0004454482,36.85,-7.7164297
1684,Kansas,1925.0,5,0.00017423436,36.85,-8.655109
1685,Kansas,1925.0,6,0.00086898013,36.85,-7.04819
1686,Kansas,1925.0,7,0.001463459,36.85,-6.5269523
1687,Kansas,1926.0,1,700.0,37.24,6.55108
1688,Kansas,1926.0,2,0.0010619167,37.24,-6.8476796
1689,Kansas,1926.0,3,1.7970899e-05,37.24,-10.926757
1690,Kansas,1926.0,4,0.00040298377,37.24,-7.816614
1691,Kansas,1926.0,5,0.00017970898,37.24,-8.624172
1692,Kansas,1926.0,6,0.0009148821,37.24,-6.9967155
1693,Kansas,1926.0,7,0.001570003,37.24,-6.456678
1694,Kansas,1927.0,1,630.0,37.63,6.4457197
1695,Kansas,1927.0,2,0.00076103816,37.63,-7.180827
1696,Kansas,1927.0,3,3.6806967e-05,37.63,-10.209824
1697,Kansas,1927.0,4,0.0003491249,37.63,-7.9600806
1698,Kansas,1927.0,5,0.00018078716,37.63,-8.61819
1699,Kansas,1927.0,6,0.0009883753,37.63,-6.919448
1700,Kansas,1927.0,7,0.0016297908,37.63,-6.4193034
1701,Kansas,1928.0,1,770.0,38.02,6.6463904
1702,Kansas,1928.0,2,0.0014666554,38.02,-6.5247707
1703,Kansas,1928.0,3,2.5287161e-05,38.02,-10.585214
1704,Kansas,1928.0,4,0.00039975237,38.02,-7.824665
1705,Kansas,1928.0,5,0.00020229729,38.02,-8.505773
1706,Kansas,1928.0,6,0.0009910415,38.02,-6.9167542
1707,Kansas,1928.0,7,0.0018260559,38.02,-6.305597
1708,Kansas,1929.0,1,680.0,38.41,6.522093
1709,Kansas,1929.0,2,0.0010402044,38.41,-6.868338
1710,Kansas,1929.0,3,3.1553758e-05,38.41,-10.363818
1711,Kansas,1929.0,4,0.00037436662,38.41,-7.890275
1712,Kansas,1929.0,5,0.00021445859,38.41,-8.447394
1713,Kansas,1929.0,6,0.00091291976,38.41,-6.9988627
1714,Kansas,1929.0,7,0.0017156687,38.41,-6.3679523
1715,Kansas,1930.0,1,730.0,38.8,6.5930448
1716,Kansas,1930.0,2,0.0008224353,38.8,-7.103241
1717,Kansas,1930.0,3,2.1796928e-05,38.8,-10.733742
1718,Kansas,1930.0,4,0.00036204167,38.8,-7.9237514
1719,Kansas,1930.0,5,0.0002083999,38.8,-8.476051
1720,Kansas,1930.0,6,0.0009500271,38.8,-6.95902
1721,Kansas,1930.0,7,0.0017825634,38.8,-6.329703
1722,Kansas,1931.0,1,620.0,39.11,6.4297194
1723,Kansas,1931.0,2,0.00079871784,39.11,-7.132503
1724,Kansas,1931.0,3,1.2279753e-05,39.11,-11.307559
1725,Kansas,1931.0,4,0.000371596,39.11,-7.897703
1726,Kansas,1931.0,5,0.00021996774,39.11,-8.4220295
1727,Kansas,1931.0,6,0.0009759734,39.11,-6.932075
1728,Kansas,1931.0,7,0.0017746913,39.11,-6.334129
1729,Kansas,1932.0,1,620.0,39.42,6.4297194
1730,Kansas,1932.0,2,0.00095549354,39.42,-6.9532824
1731,Kansas,1932.0,3,1.7158132e-05,39.42,-10.973039
1732,Kansas,1932.0,4,0.0003281493,39.42,-8.022042
1733,Kansas,1932.0,5,0.00023538813,39.42,-8.354275
1734,Kansas,1932.0,6,0.0010589785,39.42,-6.8504505
1735,Kansas,1932.0,7,0.0019308261,39.42,-6.2498074
1736,Kansas,1933.0,1,550.0,39.73,6.3099184
1737,Kansas,1933.0,2,0.0009779173,39.73,-6.930085
1738,Kansas,1933.0,3,2.1001528e-05,39.73,-10.770915
1739,Kansas,1933.0,4,0.00030586842,39.73,-8.092356
1740,Kansas,1933.0,5,0.00023801732,39.73,-8.343167
1741,Kansas,1933.0,6,0.00108831,39.73,-6.823129
1742,Kansas,1933.0,7,0.0020748433,39.73,-6.17787
1743,Kansas,1934.0,1,600.0,40.04,6.3969297
1744,Kansas,1934.0,2,0.00079069316,40.04,-7.1426005
1745,Kansas,1934.0,3,1.8929042e-05,40.04,-10.874813
1746,Kansas,1934.0,4,0.00028069064,40.04,-8.178257
1747,Kansas,1934.0,5,0.00024715922,40.04,-8.305478
1748,Kansas,1934.0,6,0.0011514266,40.04,-6.7667537
1749,Kansas,1934.0,7,0.0021849524,40.04,-6.126161
1750,Kansas,1935.0,1,610.0,40.35,6.413459
1751,Kansas,1935.0,2,0.0011238375,40.35,-6.791006
1752,Kansas,1935.0,3,2.7158954e-05,40.35,-10.5138035
1753,Kansas,1935.0,4,0.00029440306,40.35,-8.130561
1754,Kansas,1935.0,5,0.00022922156,40.35,-8.380821
1755,Kansas,1935.0,6,0.0011194921,40.35,-6.7948804
1756,Kansas,1935.0,7,0.002278093,40.35,-6.0844164
1757,Kansas,1936.0,1,570.0,40.66,6.3456364
1758,Kansas,1936.0,2,0.0013044074,40.66,-6.6420064
1759,Kansas,1936.0,3,4.309836e-05,40.66,-10.052026
1760,Kansas,1936.0,4,0.0002945964,40.66,-8.129905
1761,Kansas,1936.0,5,0.00024822474,40.66,-8.301176
1762,Kansas,1936.0,6,0.0011783856,40.66,-6.74361
1763,Kansas,1936.0,7,0.002579355,40.66,-5.960216
1764,Kansas,1937.0,1,430.00003,40.97,6.063785
1765,Kansas,1937.0,2,0.0009632775,40.97,-6.945169
1766,Kansas,1937.0,3,3.6164e-05,40.97,-10.227447
1767,Kansas,1937.0,4,0.00026575063,40.97,-8.232952
1768,Kansas,1937.0,5,0.0002460248,40.97,-8.310079
1769,Kansas,1937.0,6,0.001175878,40.97,-6.7457404
1770,Kansas,1937.0,7,0.002431207,40.97,-6.019367
1771,Kansas,1938.0,1,410.0,41.280003,6.016157
1772,Kansas,1938.0,2,0.0006752807,41.280003,-7.300382
1773,Kansas,1938.0,3,1.5960179e-05,41.280003,-11.045414
1774,Kansas,1938.0,4,0.00023499988,41.280003,-8.355926
1775,Kansas,1938.0,5,0.0002449062,41.280003,-8.314635
1776,Kansas,1938.0,6,0.0012289338,41.280003,-6.701608
1777,Kansas,1938.0,7,0.002438055,41.280003,-6.016555
1778,Kansas,1939.0,1,390.0,41.59,5.966147
1779,Kansas,1939.0,2,0.00063127925,41.59,-7.367762
1780,Kansas,1939.0,3,8.291759e-06,41.59,-11.700249
1781,Kansas,1939.0,4,0.00023106368,41.59,-8.372817
1782,Kansas,1939.0,5,0.00026257237,41.59,-8.244984
1783,Kansas,1939.0,6,0.0012327081,41.59,-6.6985416
1784,Kansas,1939.0,7,0.0025162725,41.59,-5.984977
1785,Kansas,1940.0,1,370.0,,5.913503
1786,Kansas,1940.0,2,0.00055801467,,-7.491125
1787,Kansas,1940.0,3,4.997146e-06,,-12.206644
1788,Kansas,1940.0,4,0.00024874683,,-8.299075
1789,Kansas,1940.0,5,0.0002615173,,-8.24901
1790,Kansas,1940.0,6,0.0012187484,,-6.709931
1791,Kansas,1940.0,7,0.002768419,,-5.8894787
1792,Kansas,1941.0,1,280.0,,5.6347895
1793,Kansas,1941.0,2,0.000553148,,-7.499885
1794,Kansas,1941.0,3,3.3122635e-06,,-12.617879
1795,Kansas,1941.0,4,0.0002235778,,-8.405751
1796,Kansas,1941.0,5,0.00024345137,,-8.320593
1797,Kansas,1941.0,6,0.001194071,,-6.7303867
1798,Kansas,1941.0,7,0.0027927903,,-5.880714
1799,Kansas,1942.0,1,260.0,,5.560682
1800,Kansas,1942.0,2,0.00042428882,,-7.765096
1801,Kansas,1942.0,3,3.8422013e-06,,-12.469465
1802,Kansas,1942.0,4,0.00024041203,,-8.333157
1803,Kansas,1942.0,5,0.0002420587,,-8.32633
1804,Kansas,1942.0,6,0.0012262112,,-6.7038264
1805,Kansas,1942.0,7,0.0027625428,,-5.891604
1806,Kansas,1943.0,1,209.99998,,5.3471074
1807,Kansas,1943.0,2,0.00050592306,,-7.589126
1808,Kansas,1943.0,3,8.732221e-06,,-11.648491
1809,Kansas,1943.0,4,0.00018828853,,-8.577535
1810,Kansas,1943.0,5,0.0002734277,,-8.2044735
1811,Kansas,1943.0,6,0.001229606,,-6.7010617
1812,Kansas,1943.0,7,0.002928023,,-5.833428
1813,Kentucky,1925.0,1,600.0,28.400002,6.3969297
1814,Kentucky,1925.0,2,0.0012350883,28.400002,-6.696613
1815,Kentucky,1925.0,3,2.0273417e-05,28.400002,-10.8062
1816,Kentucky,1925.0,4,0.0011893738,28.400002,-6.7343283
1817,Kentucky,1925.0,5,0.00010057205,28.400002,-9.204637
1818,Kentucky,1925.0,6,0.0006034323,28.400002,-7.4128766
1819,Kentucky,1925.0,7,0.0013122068,28.400002,-6.636045
1820,Kentucky,1926.0,1,580.0,28.84,6.363028
1821,Kentucky,1926.0,2,0.0014849696,28.84,-6.512361
1822,Kentucky,1926.0,3,2.2481612e-05,28.84,-10.702813
1823,Kentucky,1926.0,4,0.0012207121,28.84,-6.708321
1824,Kentucky,1926.0,5,0.00010373095,28.84,-9.17371
1825,Kentucky,1926.0,6,0.00064368406,28.84,-7.3483024
1826,Kentucky,1926.0,7,0.0014573607,28.84,-6.5311284
1827,Kentucky,1927.0,1,490.0,29.28,6.1944056
1828,Kentucky,1927.0,2,0.00096469896,29.28,-6.9436946
1829,Kentucky,1927.0,3,1.8785213e-05,29.28,-10.882441
1830,Kentucky,1927.0,4,0.001087977,29.28,-6.8234353
1831,Kentucky,1927.0,5,0.00011701622,29.28,-9.053198
1832,Kentucky,1927.0,6,0.00063478365,29.28,-7.3622265
1833,Kentucky,1927.0,7,0.0013756255,29.28,-6.5888467
1834,Kentucky,1928.0,1,600.0,29.720001,6.3969297
1835,Kentucky,1928.0,2,0.0015405841,29.720001,-6.4755936
1836,Kentucky,1928.0,3,2.2524297e-05,29.720001,-10.700916
1837,Kentucky,1928.0,4,0.0010733992,29.720001,-6.836925
1838,Kentucky,1928.0,5,0.00012504868,29.720001,-8.986808
1839,Kentucky,1928.0,6,0.0006951464,29.720001,-7.271388
1840,Kentucky,1928.0,7,0.0015658269,29.720001,-6.459341
1841,Kentucky,1929.0,1,660.0,30.16,6.49224
1842,Kentucky,1929.0,2,0.002066446,30.16,-6.181925
1843,Kentucky,1929.0,3,3.6997168e-05,30.16,-10.204669
1844,Kentucky,1929.0,4,0.001057117,30.16,-6.85221
1845,Kentucky,1929.0,5,0.00013951016,30.16,-8.877373
1846,Kentucky,1929.0,6,0.00067442755,30.16,-7.301646
1847,Kentucky,1929.0,7,0.0015847121,30.16,-6.4473524
1848,Kentucky,1930.0,1,640.0,30.6,6.461468
1849,Kentucky,1930.0,2,0.0012024834,30.6,-6.7233663
1850,Kentucky,1930.0,3,3.1744952e-05,30.6,-10.357777
1851,Kentucky,1930.0,4,0.0009737668,30.6,-6.9343386
1852,Kentucky,1930.0,5,0.00012621487,30.6,-8.977525
1853,Kentucky,1930.0,6,0.0007507872,30.6,-7.1943884
1854,Kentucky,1930.0,7,0.0016067534,30.6,-6.43354
1855,Kentucky,1931.0,1,640.0,30.52,6.461468
1856,Kentucky,1931.0,2,0.0012302418,30.52,-6.7005444
1857,Kentucky,1931.0,3,3.1087777e-05,30.52,-10.3786955
1858,Kentucky,1931.0,4,0.00096030894,30.52,-6.9482555
1859,Kentucky,1931.0,5,0.00012852141,30.52,-8.959415
1860,Kentucky,1931.0,6,0.00071729353,30.52,-7.2400255
1861,Kentucky,1931.0,7,0.0015885095,30.52,-6.444959
1862,Kentucky,1932.0,1,570.0,30.44,6.3456364
1863,Kentucky,1932.0,2,0.0012766854,30.44,-6.663488
1864,Kentucky,1932.0,3,2.8938703e-05,30.44,-10.450331
1865,Kentucky,1932.0,4,0.0008565104,30.44,-7.062644
1866,Kentucky,1932.0,5,0.00014469352,30.44,-8.840893
1867,Kentucky,1932.0,6,0.00075992284,30.44,-7.182294
1868,Kentucky,1932.0,7,0.0016404862,30.44,-6.4127626
1869,Kentucky,1933.0,1,530.0,30.36,6.272877
1870,Kentucky,1933.0,2,0.0011121873,30.36,-6.801427
1871,Kentucky,1933.0,3,2.719922e-05,30.36,-10.512322
1872,Kentucky,1933.0,4,0.00086255063,30.36,-7.055617
1873,Kentucky,1933.0,5,0.00014456571,30.36,-8.841777
1874,Kentucky,1933.0,6,0.00076120556,30.36,-7.1806073
1875,Kentucky,1933.0,7,0.0016733109,30.36,-6.392951
1876,Kentucky,1934.0,1,540.0,30.28,6.291569
1877,Kentucky,1934.0,2,0.0011171021,30.28,-6.7970176
1878,Kentucky,1934.0,3,2.7705904e-05,30.28,-10.493865
1879,Kentucky,1934.0,4,0.00077281,30.28,-7.1654773
1880,Kentucky,1934.0,5,0.00015736953,30.28,-8.756914
1881,Kentucky,1934.0,6,0.00076357473,30.28,-7.1775
1882,Kentucky,1934.0,7,0.0019043192,30.28,-6.263631
1883,Kentucky,1935.0,1,530.0,30.2,6.272877
1884,Kentucky,1935.0,2,0.0011754114,30.2,-6.746137
1885,Kentucky,1935.0,3,2.7105154e-05,30.2,-10.515787
1886,Kentucky,1935.0,4,0.0007263449,30.2,-7.2274857
1887,Kentucky,1935.0,5,0.00015164235,30.2,-8.793985
1888,Kentucky,1935.0,6,0.0007402637,30.2,-7.208504
1889,Kentucky,1935.0,7,0.0019317917,30.2,-6.249307
1890,Kentucky,1936.0,1,560.0,30.119999,6.3279366
1891,Kentucky,1936.0,2,0.0015461942,30.119999,-6.4719586
1892,Kentucky,1936.0,3,1.6344547e-05,30.119999,-11.021616
1893,Kentucky,1936.0,4,0.00075039634,30.119999,-7.194909
1894,Kentucky,1936.0,5,0.00015763407,30.119999,-8.755234
1895,Kentucky,1936.0,6,0.0007812694,30.119999,-7.1545906
1896,Kentucky,1936.0,7,0.0021683767,30.119999,-6.1337767
1897,Kentucky,1937.0,1,469.99997,30.039999,6.152733
1898,Kentucky,1937.0,2,0.0014944267,30.039999,-6.5060124
1899,Kentucky,1937.0,3,1.764929e-05,30.039999,-10.944815
1900,Kentucky,1937.0,4,0.00078557356,30.039999,-7.1490965
1901,Kentucky,1937.0,5,0.0001458768,30.039999,-8.832748
1902,Kentucky,1937.0,6,0.0007873745,30.039999,-7.1468067
1903,Kentucky,1937.0,7,0.0021650998,30.039999,-6.1352887
1904,Kentucky,1938.0,1,419.99997,29.96,6.0402546
1905,Kentucky,1938.0,2,0.0010109239,29.96,-6.8968906
1906,Kentucky,1938.0,3,1.3217026e-05,29.96,-11.234005
1907,Kentucky,1938.0,4,0.00072550756,29.96,-7.228639
1908,Kentucky,1938.0,5,0.00016860639,29.96,-8.687943
1909,Kentucky,1938.0,6,0.0008108824,29.96,-7.1173873
1910,Kentucky,1938.0,7,0.002117939,29.96,-6.157312
1911,Kentucky,1939.0,1,430.00003,29.88,6.063785
1912,Kentucky,1939.0,2,0.0009891859,29.88,-6.918628
1913,Kentucky,1939.0,3,1.0983081e-05,29.88,-11.419154
1914,Kentucky,1939.0,4,0.00070681435,29.88,-7.2547426
1915,Kentucky,1939.0,5,0.00017679216,29.88,-8.640535
1916,Kentucky,1939.0,6,0.00086730905,29.88,-7.050115
1917,Kentucky,1939.0,7,0.002211142,29.88,-6.114246
1918,Kentucky,1940.0,1,370.0,,5.913503
1919,Kentucky,1940.0,2,0.00095831254,,-6.9503365
1920,Kentucky,1940.0,3,1.01910755e-05,,-11.493999
1921,Kentucky,1940.0,4,0.0006961559,,-7.269937
1922,Kentucky,1940.0,5,0.00015989447,,-8.740996
1923,Kentucky,1940.0,6,0.0008676471,,-7.0497255
1924,Kentucky,1940.0,7,0.0023263765,,-6.063443
1925,Kentucky,1941.0,1,380.0,,5.9401712
1926,Kentucky,1941.0,2,0.0009886029,,-6.919218
1927,Kentucky,1941.0,3,1.1206268e-05,,-11.399037
1928,Kentucky,1941.0,4,0.00068218156,,-7.2902145
1929,Kentucky,1941.0,5,0.00016354147,,-8.718444
1930,Kentucky,1941.0,6,0.0008884469,,-7.026036
1931,Kentucky,1941.0,7,0.002290281,,-6.0790806
1932,Kentucky,1942.0,1,270.0,,5.598422
1933,Kentucky,1942.0,2,0.0007729991,,-7.1652327
1934,Kentucky,1942.0,3,9.073578e-06,,-11.610144
1935,Kentucky,1942.0,4,0.00064213015,,-7.3507195
1936,Kentucky,1942.0,5,0.00015459981,,-8.774671
1937,Kentucky,1942.0,6,0.00089793524,,-7.015413
1938,Kentucky,1942.0,7,0.0023573854,,-6.0502024
1939,Kentucky,1943.0,1,250.0,,5.521461
1940,Kentucky,1943.0,2,0.0008378021,,-7.0847287
1941,Kentucky,1943.0,3,4.8689203e-06,,-12.232638
1942,Kentucky,1943.0,4,0.0006204396,,-7.3850822
1943,Kentucky,1943.0,5,0.00014884985,,-8.8125725
1944,Kentucky,1943.0,6,0.00090596697,,-7.006508
1945,Kentucky,1943.0,7,0.0024862795,,-5.996968
1946,Louisiana,1925.0,1,,37.300003,
1947,Louisiana,1925.0,2,,37.300003,
1948,Louisiana,1925.0,3,,37.300003,
1949,Louisiana,1925.0,4,,37.300003,
1950,Louisiana,1925.0,5,,37.300003,
1951,Louisiana,1925.0,6,,37.300003,
1952,Louisiana,1925.0,7,,37.300003,
1953,Louisiana,1926.0,1,,37.780003,
1954,Louisiana,1926.0,2,,37.780003,
1955,Louisiana,1926.0,3,,37.780003,
1956,Louisiana,1926.0,4,,37.780003,
1957,Louisiana,1926.0,5,,37.780003,
1958,Louisiana,1926.0,6,,37.780003,
1959,Louisiana,1926.0,7,,37.780003,
1960,Louisiana,1927.0,1,910.00006,38.260002,6.8134446
1961,Louisiana,1927.0,2,0.001101624,38.260002,-6.81097
1962,Louisiana,1927.0,3,5.4708194e-06,38.260002,-12.116082
1963,Louisiana,1927.0,4,0.0009444623,38.260002,-6.964895
1964,Louisiana,1927.0,5,0.00011240046,38.260002,-9.093443
1965,Louisiana,1927.0,6,0.00065351423,38.260002,-7.333146
1966,Louisiana,1927.0,7,0.0016790441,38.260002,-6.3895307
1967,Louisiana,1928.0,1,1140.0,38.74,7.0387836
1968,Louisiana,1928.0,2,0.0015850258,38.74,-6.4471545
1969,Louisiana,1928.0,3,5.389578e-06,38.74,-12.131043
1970,Louisiana,1928.0,4,0.00088242086,38.74,-7.0328417
1971,Louisiana,1928.0,5,0.00011759079,38.74,-9.0483
1972,Louisiana,1928.0,6,0.000663898,38.74,-7.317382
1973,Louisiana,1928.0,7,0.0018231472,38.74,-6.307191
1974,Louisiana,1929.0,1,989.99994,39.22,6.897705
1975,Louisiana,1929.0,2,0.0016646675,39.22,-6.39813
1976,Louisiana,1929.0,3,6.2762983e-06,39.22,-11.97873
1977,Louisiana,1929.0,4,0.0008724055,39.22,-7.044256
1978,Louisiana,1929.0,5,0.00011345616,39.22,-9.084094
1979,Louisiana,1929.0,6,0.0006541834,39.22,-7.332123
1980,Louisiana,1929.0,7,0.001914271,39.22,-6.2584186
1981,Louisiana,1930.0,1,1000.0,39.7,6.9077554
1982,Louisiana,1930.0,2,0.0012423908,39.7,-6.6907177
1983,Louisiana,1930.0,3,6.1857836e-06,39.7,-11.993257
1984,Louisiana,1930.0,4,0.0008445974,39.7,-7.0766506
1985,Louisiana,1930.0,5,0.0001208607,39.7,-9.020872
1986,Louisiana,1930.0,6,0.0006499831,39.7,-7.3385644
1987,Louisiana,1930.0,7,0.0019770716,39.7,-6.2261386
1988,Louisiana,1931.0,1,860.00006,39.88,6.7569323
1989,Louisiana,1931.0,2,0.0012468115,39.88,-6.6871657
1990,Louisiana,1931.0,3,7.519406e-06,39.88,-11.798023
1991,Louisiana,1931.0,4,0.0008276046,39.88,-7.096975
1992,Louisiana,1931.0,5,0.00012595006,39.88,-8.979625
1993,Louisiana,1931.0,6,0.0006974249,39.88,-7.2681155
1994,Louisiana,1931.0,7,0.0018525936,39.88,-6.2911687
1995,Louisiana,1932.0,1,810.00006,40.06,6.6970344
1996,Louisiana,1932.0,2,0.0012952271,40.06,-6.6490693
1997,Louisiana,1932.0,3,3.713913e-06,40.06,-12.503425
1998,Louisiana,1932.0,4,0.0007413899,40.06,-7.206984
1999,Louisiana,1932.0,5,0.00013834325,40.06,-8.885773
2000,Louisiana,1932.0,6,0.0007307124,40.06,-7.221491
2001,Louisiana,1932.0,7,0.0019154506,40.06,-6.2578025
2002,Louisiana,1933.0,1,839.99994,40.24,6.733402
2003,Louisiana,1933.0,2,0.0006178057,40.24,-7.3893366
2004,Louisiana,1933.0,3,5.503837e-06,40.24,-12.110065
2005,Louisiana,1933.0,4,0.0007306344,40.24,-7.221597
2006,Louisiana,1933.0,5,0.00013163344,40.24,-8.93549
2007,Louisiana,1933.0,6,0.00071916805,40.24,-7.2374153
2008,Louisiana,1933.0,7,0.0010108714,40.24,-6.8969426
2009,Louisiana,1934.0,1,790.0,40.420002,6.672033
2010,Louisiana,1934.0,2,0.00092362135,40.420002,-6.9872084
2011,Louisiana,1934.0,3,5.4383986e-06,40.420002,-12.1220255
2012,Louisiana,1934.0,4,0.0006902234,40.420002,-7.2784953
2013,Louisiana,1934.0,5,0.00012961517,40.420002,-8.950941
2014,Louisiana,1934.0,6,0.0007101642,40.420002,-7.2500143
2015,Louisiana,1934.0,7,0.0019424147,40.420002,-6.2438235
2016,Louisiana,1935.0,1,790.0,40.6,6.672033
2017,Louisiana,1935.0,2,0.0010296643,40.6,-6.8785224
2018,Louisiana,1935.0,3,4.0308737e-06,40.6,-12.421528
2019,Louisiana,1935.0,4,0.0006848007,40.6,-7.2863827
2020,Louisiana,1935.0,5,0.00015003807,40.6,-8.804622
2021,Louisiana,1935.0,6,0.0007667618,40.6,-7.1733346
2022,Louisiana,1935.0,7,0.0019621397,40.6,-6.23372
2023,Louisiana,1936.0,1,870.0,40.78,6.768493
2024,Louisiana,1936.0,2,0.0015763604,40.78,-6.4526367
2025,Louisiana,1936.0,3,2.2133677e-06,40.78,-13.020995
2026,Louisiana,1936.0,4,0.00068835734,40.78,-7.2812023
2027,Louisiana,1936.0,5,0.00016423188,40.78,-8.7142315
2028,Louisiana,1936.0,6,0.0007675959,40.78,-7.172247
2029,Louisiana,1936.0,7,0.0021788392,40.78,-6.128963
2030,Louisiana,1937.0,1,720.0,40.96,6.5792513
2031,Louisiana,1937.0,2,0.0014563048,40.96,-6.531853
2032,Louisiana,1937.0,3,6.126282e-06,40.96,-12.002922
2033,Louisiana,1937.0,4,0.0006612009,40.96,-7.3214526
2034,Louisiana,1937.0,5,0.00016453443,40.96,-8.712391
2035,Louisiana,1937.0,6,0.0007600966,40.96,-7.182065
2036,Louisiana,1937.0,7,0.0022514088,40.96,-6.096199
2037,Louisiana,1938.0,1,590.0,41.14,6.3801227
2038,Louisiana,1938.0,2,0.0011252577,41.14,-6.7897434
2039,Louisiana,1938.0,3,3.028375e-06,41.14,-12.707484
2040,Louisiana,1938.0,4,0.00061476015,41.14,-7.3942785
2041,Louisiana,1938.0,5,0.00016396488,41.14,-8.715858
2042,Louisiana,1938.0,6,0.00081376766,41.14,-7.113836
2043,Louisiana,1938.0,7,0.002309785,41.14,-6.070601
2044,Louisiana,1939.0,1,620.0,41.32,6.4297194
2045,Louisiana,1939.0,2,0.0010091092,41.32,-6.8986874
2046,Louisiana,1939.0,3,2.1388496e-06,41.32,-13.055243
2047,Louisiana,1939.0,4,0.000591178,41.32,-7.4333935
2048,Louisiana,1939.0,5,0.00016383587,41.32,-8.716645
2049,Louisiana,1939.0,6,0.00082516816,41.32,-7.099923
2050,Louisiana,1939.0,7,0.002329635,41.32,-6.0620437
2051,Louisiana,1940.0,1,530.0,,6.272877
2052,Louisiana,1940.0,2,0.001068132,,-6.841844
2053,Louisiana,1940.0,3,4.2302258e-07,,-14.67584
2054,Louisiana,1940.0,4,0.0005867323,,-7.440942
2055,Louisiana,1940.0,5,0.00017513135,,-8.649974
2056,Louisiana,1940.0,6,0.00087396463,,-7.0424705
2057,Louisiana,1940.0,7,0.0025605557,,-5.967531
2058,Louisiana,1941.0,1,430.00003,,6.063785
2059,Louisiana,1941.0,2,0.0008614725,,-7.0568676
2060,Louisiana,1941.0,3,1.6695204e-06,,-13.302974
2061,Louisiana,1941.0,4,0.0005392551,,-7.525322
2062,Louisiana,1941.0,5,0.0001573523,,-8.757023
2063,Louisiana,1941.0,6,0.0008439426,,-7.077426
2064,Louisiana,1941.0,7,0.0024633773,,-6.006222
2065,Louisiana,1942.0,1,350.0,,5.857933
2066,Louisiana,1942.0,2,0.0006956758,,-7.270627
2067,Louisiana,1942.0,3,8.237724e-07,,-14.009372
2068,Louisiana,1942.0,4,0.0004963229,,-7.608284
2069,Louisiana,1942.0,5,0.00015775241,,-8.754484
2070,Louisiana,1942.0,6,0.0008666085,,-7.0509233
2071,Louisiana,1942.0,7,0.0024017084,,-6.031575
2072,Louisiana,1943.0,1,320.0,,5.768321
2073,Louisiana,1943.0,2,0.0007390806,,-7.2101035
2074,Louisiana,1943.0,3,0.0,,
2075,Louisiana,1943.0,4,0.0005232105,,-7.5555267
2076,Louisiana,1943.0,5,0.0001707447,,-8.675342
2077,Louisiana,1943.0,6,0.00088340056,,-7.0317316
2078,Louisiana,1943.0,7,0.002548568,,-5.9722238
2079,Maine,1925.0,1,720.0,39.65,6.5792513
2080,Maine,1925.0,2,0.0014104687,39.65,-6.563833
